100 10 0.649351 57.8282 12.0675
100 10 0.568908 63.3539 12.3557
100 10 0.452802 58.9089 11.6503
100 10 0.499493 57.6435 12.1567
100 10 0.440644 65.1639 12.1606
100 10 0.73261 69.4108 12.1274
100 10 0.575452 62.1434 11.6904
100 10 0.446921 56.0784 12.1023
100 10 0.630473 58.5908 11.9134
100 10 0.471306 61.4154 12.3091
100 20 0.198392 31.5035 7.79801
100 20 0.220414 32.2201 7.6527
100 20 0.225516 30.0793 7.58805
100 20 0.228363 33.6245 7.72927
100 20 0.250863 32.3651 7.65088
100 20 0.230859 30.8156 7.73402
100 20 0.232136 30.5712 7.62813
100 20 0.209631 31.2597 7.64819
100 20 0.22182 30.5566 7.52262
100 20 0.223997 30.993 7.60624
100 30 0 1.40938 0.582281
100 30 0 1.39927 0.586453
100 30 0 1.22367 0.588687
100 30 0 1.41201 0.586513
100 30 0 1.12738 0.591923
100 30 0 1.16296 0.617153
100 30 0 1.18401 0.547961
100 30 0 1.1359 0.620943
100 30 0 1.40518 0.575284
100 30 0 1.18394 0.50126
100 40 0 0.89483 0.356927
100 40 0 0.926051 0.314101
100 40 0 0.899569 0.331797
100 40 0 0.896274 0.358539
100 40 0 0.90269 0.350655
100 40 0 0.785372 0.355907
100 40 0 0.825353 0.351889
100 40 0 0.987672 0.343798
100 40 0 0.857852 0.356609
100 40 0 0.988943 0.347434
100 50 0 0.725893 0.277816
100 50 0 0.677877 0.290876
100 50 0 0.697439 0.288451
100 50 0 0.67376 0.316461
100 50 0 0.739549 0.28585
100 50 0 0.68736 0.290568
100 50 0 0.716425 0.253811
100 50 0 0.728285 0.286337
100 50 0 0.664917 0.305793
100 50 0 0.673547 0.324908
100 60 0 0.586713 0.25002
100 60 0 0.630879 0.24372
100 60 0 0.657774 0.232277
100 60 0 0.622897 0.23668
100 60 0 0.577279 0.261282
100 60 0 0.576387 0.255863
100 60 0 0.659935 0.233795
100 60 0 0.583348 0.266208
100 60 0 0.562002 0.275802
100 60 0 0.658348 0.232762
100 70 0 0.598603 0.197316
100 70 0 0.609799 0.199024
100 70 0 0.568561 0.18966
100 70 0 0.61599 0.198574
100 70 0 0.529106 0.210523
100 70 0 0.529086 0.194432
100 70 0 0.528169 0.200508
100 70 0 0.608558 0.20052
100 70 0 0.528562 0.208132
100 70 0 0.608779 0.197347
100 80 0 0.497301 0.185514
100 80 0 0.442862 0.194584
100 80 0 0.452245 0.211807
100 80 0 0.485037 0.183442
100 80 0 0.466912 0.18061
100 80 0 0.488485 0.179806
100 80 0 0.520812 0.186633
100 80 0 0.529171 0.183939
100 80 0 0.494935 0.186386
100 80 0 0.516947 0.174004
100 90 0 0.479326 0.174561
100 90 0 0.521142 0.176065
100 90 0 0.508137 0.173029
100 90 0 0.460692 0.172645
100 90 0 0.512538 0.176126
100 90 0 0.497946 0.175092
100 90 0 0.519626 0.17603
100 90 0 0.490642 0.176135
100 90 0 0.512396 0.174153
100 90 0 0.462209 0.175789
100 100 0 0.496721 0.174611
100 100 0 0.466845 0.172599
100 100 0 0.476086 0.172178
100 100 0 0.498671 0.173174
100 100 0 0.452617 0.171731
100 100 0 0.501389 0.174368
100 100 0 0.43366 0.18176
100 100 0 0.416099 0.163952
100 100 0 0.423386 0.181657
100 100 0 0.448598 0.178539
100 110 0 0.449675 0.165388
100 110 0 0.481395 0.173588
100 110 0 0.47667 0.170797
100 110 0 0.446161 0.172402
100 110 0 0.432763 0.157932
100 110 0 0.473805 0.170495
100 110 0 0.454618 0.167502
100 110 0 0.443886 0.160906
100 110 0 0.419611 0.161633
100 110 0 0.475237 0.169596
100 120 0 0.404052 0.158119
100 120 0 0.464668 0.171552
100 120 0 0.425579 0.162472
100 120 0 0.462851 0.171735
100 120 0 0.397828 0.157245
100 120 0 0.442276 0.164934
100 120 0 0.419345 0.157127
100 120 0 0.425822 0.163769
100 120 0 0.431664 0.164671
100 120 0 0.450981 0.161622
150 10 0.625966 69.9625 17.2387
150 10 0.628514 69.4304 16.7591
150 10 0.627514 73.8628 16.901
150 10 0.700726 76.4173 17.2941
150 10 0.626576 69.6914 16.9726
150 10 0.72312 72.4241 16.7705
150 10 0.743231 73.6396 17.0725
150 10 0.688922 74.7326 17.1257
150 10 0.694473 67.7898 17.2104
150 10 0.652767 69.8831 17.2398
150 20 0.437892 40.711 9.90967
150 20 0.456232 42.0774 10.1856
150 20 0.44882 42.2526 10.2824
150 20 0.440774 39.327 9.87799
150 20 0.458981 40.9086 10.2982
150 20 0.417694 40.6898 10.3653
150 20 0.495366 42.8217 10.0897
150 20 0.466922 39.844 10.0985
150 20 0.427734 42.4895 10.1944
150 20 0.519171 43.1597 10.157
150 30 0.276127 30.3021 7.9679
150 30 0.247065 30.2263 7.89477
150 30 0.264247 30.1306 7.8973
150 30 0.270895 29.0609 7.81701
150 30 0.255409 29.6185 7.82929
150 30 0.263596 32.0952 7.89768
150 30 0.253583 29.461 7.81751
150 30 0.256221 29.5242 7.9951
150 30 0.249168 29.5432 7.92495
150 30 0.255394 30.7984 7.94743
150 40 0 1.79786 1.02548
150 40 0 1.88194 1.21056
150 40 0 1.84884 0.999966
150 40 0 2.00032 1.24369
150 40 0 2.11712 1.19825
150 40 0 1.79987 1.00705
150 40 0 2.03591 1.25544
150 40 0 1.87304 1.18519
150 40 0 2.1372 1.16484
150 40 0 1.98768 1.1354
150 50 0 1.07416 0.435317
150 50 0 1.10687 0.449252
150 50 0 1.04377 0.486491
150 50 0 1.12737 0.438259
150 50 0 1.11848 0.44523
150 50 0 1.23652 0.473966
150 50 0 1.09423 0.477501
150 50 0 1.1097 0.476311
150 50 0 1.12685 0.442804
150 50 0 1.03928 0.491643
150 60 0 0.995469 0.373604
150 60 0 0.967172 0.393617
150 60 0 0.92254 0.362412
150 60 0 0.943184 0.377672
150 60 0 0.950211 0.360497
150 60 0 0.801286 0.345183
150 60 0 0.996812 0.364086
150 60 0 0.943578 0.376617
150 60 0 0.926598 0.348608
150 60 0 1.00886 0.383422
150 70 0 0.910359 0.317934
150 70 0 0.789632 0.344522
150 70 0 0.84893 0.316841
150 70 0 0.915821 0.313251
150 70 0 0.882953 0.318639
150 70 0 0.83357 0.333168
150 70 0 0.798458 0.321884
150 70 0 0.866561 0.325098
150 70 0 0.913435 0.318963
150 70 0 0.890383 0.321114
150 80 0 0.719289 0.293217
150 80 0 0.734701 0.277052
150 80 0 0.724638 0.283223
150 80 0 0.804367 0.274606
150 80 0 0.805611 0.26968
150 80 0 0.684907 0.302764
150 80 0 0.719977 0.295487
150 80 0 0.677916 0.314153
150 80 0 0.809403 0.273501
150 80 0 0.733906 0.280294
150 90 0 0.709119 0.252003
150 90 0 0.735852 0.256759
150 90 0 0.651852 0.290987
150 90 0 0.645197 0.272624
150 90 0 0.739771 0.253846
150 90 0 0.705361 0.260001
150 90 0 0.675736 0.270176
150 90 0 0.690132 0.266933
150 90 0 0.674123 0.270276
150 90 0 0.717886 0.258331
150 100 0 0.627037 0.287879
150 100 0 0.693356 0.259407
150 100 0 0.729744 0.252202
150 100 0 0.621589 0.260165
150 100 0 0.716109 0.249153
150 100 0 0.653033 0.246806
150 100 0 0.678928 0.253804
150 100 0 0.677812 0.261288
150 100 0 0.668378 0.257298
150 100 0 0.697348 0.24768
150 110 0 0.621847 0.2566
150 110 0 0.690846 0.261823
150 110 0 0.61942 0.255219
150 110 0 0.643582 0.244436
150 110 0 0.598832 0.281823
150 110 0 0.623922 0.269452
150 110 0 0.697871 0.246867
150 110 0 0.660547 0.24794
150 110 0 0.65187 0.263301
150 110 0 0.613686 0.251259
150 120 0 0.688914 0.249574
150 120 0 0.6657 0.246565
150 120 0 0.613384 0.268701
150 120 0 0.649241 0.246341
150 120 0 0.683683 0.250945
150 120 0 0.691345 0.250124
150 120 0 0.650519 0.247883
150 120 0 0.669519 0.249475
150 120 0 0.657743 0.245963
150 120 0 0.588773 0.281911
200 10 0.88382 94.1649 22.9983
200 10 0.695476 82.529 22.3501
200 10 0.707455 81.5518 23.078
200 10 0.91765 97.2387 22.8648
200 10 0.804989 83.6766 22.429
200 10 0.769659 79.3348 22.19
200 10 0.736501 83.139 22.5754
200 10 1.33554 107.046 24.2482
200 10 0.760341 83.2128 22.425
200 10 1.04056 96.8012 23.1794
200 20 0.538152 48.0158 12.8136
200 20 0.531746 49.2533 12.6858
200 20 0.635319 53.0735 12.9842
200 20 0.542401 52.334 13.097
200 20 0.636212 53.2142 13.051
200 20 0.714769 52.067 12.6889
200 20 0.695527 52.8229 12.9288
200 20 0.579585 47.5303 12.6793
200 20 0.556172 52.3213 13.1105
200 20 0.695262 54.1241 12.8817
200 30 0.400602 38.8789 9.96845
200 30 0.439291 37.7063 9.76988
200 30 0.440079 37.2805 9.8721
200 30 0.411337 38.603 9.8883
200 30 0.44384 40.4804 9.86758
200 30 0.494124 38.3379 9.83366
200 30 0.3945 37.1407 9.93545
200 30 0.451968 37.5248 9.8216
200 30 0.443436 39.4482 9.92556
200 30 0.459561 38.5094 9.86165
200 40 0.27674 27.993 8.10219
200 40 0.227978 30.5748 8.30146
200 40 0.267232 29.3074 8.2654
200 40 0.262095 28.5309 8.09948
200 40 0.261453 29.4767 8.15988
200 40 0.256461 28.4019 8.09758
200 40 0.266553 27.9678 8.08334
200 40 0.254393 29.1871 8.09746
